review,emotion_label
Ordered a STAN LEE /MARVEL Theme shirt and it looked very unpro! Print was very cheap looking and choppy! Very disappointed!!!,3
Every order has come to me consistently well-made and on time. My only suggestion is to make sure the women's tees are the same each time - this time my Weezer shirt was on a v-neck that was not a woman'f fit (with a cap sleeve) but I still love it and won't send it back. Thank you.,0
"Easy to order, received quickly. Fits true to size and super soft material.",6
Product was exactly what was advertised. Size was true. The only complaint was shipping and tracking.slow once it was shipped and very little updates on the tracking side.,6
I ordered two shirts and they arrived exactly as described and very quickly. Thank you!,0
I was very impressed with the t-shirt I purchased with teepubic. It was actually better then u expected.Thank you so much I enjoy it very much!! I will order from you again and will definately recommend ur company!Thank you,0
I am so glad I found the site! There were so many great T-shirt options that I ended up with a whole new wardrobe!! I���������m really happy with the quality and the prices can�,1
"The shirts are nice. I got 3 shirts in Aqua: one women's and 2 men's. They were supposed to be team shirts (as the name suggested). The biggest thing I'm annoyed about is that even though I ordered all in aqua, the shirt between the genders are 2 different shades. It's not a complete mismatch, but it is pretty annoying. Other than that, quality is good and fit is good.",5
"You still owe me a cup and a mask, when I get that I will write you on your T-shirt your cup and your mask thank you.",0
The T-shirt I ordered arrived in a timely manner and I'm very happy with it and the service. Thank you,0
"I love how easy it is to do everything, but I do have one or two issues. One, my creations are not showing up in searches yet. I know this will take time as I build my portfolio but it would be nice to get things moving. Two, when I search my user name I get a different user with the same name and no uploads. I believe this is an old account I may have opened up but I can't find any of the info to get rid of it. I hope the old account won't continue to supercede my own new account that I am active on. Thank you for your time.",0
I love the shirts! Great quality and very comfortable. Fast delivery As well. Highly recommend! Thank you.,0
The shirt is a size for a child. I ordered up. Need to order 2 sizes up. The print was nice but the shirt quality is thin and cheap. I got the brown Soul Train tee on the FB ad. I also sent emails concerning this and have not received a response yet. It's been a couple of weeksnow.I am highly disappointed.,3
"Have purchased several shirts from Tee Public. On my lastest order, the stencil was crooked. Have had 2 other occasions when the stencil was not centered properly. I will be disappointed if I have to go elsewhere for my shirts. But I most definitely will if this happens againOn a high note, I really like the stencil designs, but the attention to detail could be a deal breaker for me",3
"These were a Christmas gift for my brother and he really liked them, especially the Black Panther tee and Rogue shirt. Thanks!",0
"The T-shirt is perfect, the size is right and I got it delivered as estimated, in a couple of days. Very happy with the experience.",1
"Dilly Dilly disappointed, I recently orderd 7 tshirts for family gifts of the same print. Printing on tshirts look like they ran out of ink like they were seconds, nothing like the ones I ordered in June. Very disappointed, ALSO, BEWARE...the women's v neck shirt sizing is way off,my xlarge I ordered in June is more like a large so I ordered a xxlarge and it is three times bigger than me and it's short too... need to return I have no one big enough to wear it.",3
